rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_period,koi_period_err1,koi_period_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2
161,3835670,K00149.01,,CANDIDATE,CANDIDATE,14.55731705,1.40E-05,-1.40E-05,0,,,5.04,1.11E+00,-1.14E+00,0.1176,,,89.95,,,932,,,5683,113,-98,1.624,0.359,-0.367,1.022,0.128,-0.1
162,7626506,K00150.01,Kepler-112 b,CONFIRMED,CANDIDATE,8.408876951,5.98E-06,-5.98E-06,0,,,2.72,1.38E+00,-5.10E-01,0.0741,,,89.38,,,914,,,5763,171,-145,0.957,0.485,-0.181,0.766,0.135,-0.044
163,7626506,K00150.02,Kepler-112 c,CONFIRMED,CANDIDATE,28.5742649,3.79E-05,-3.79E-05,0,,,2.8,1.42E+00,-5.30E-01,0.1675,,,89.38,,,608,,,5763,171,-145,0.957,0.485,-0.181,0.766,0.135,-0.044
164,2307199,K00151.01,,CANDIDATE,CANDIDATE,13.4471896,1.28E-05,-1.28E-05,0,,,5.09,2.18E+00,-5.70E-01,0.1109,,,85.94,,,848,,,6276,163,-204,1.041,0.447,-0.115,1.001,0.169,-0.112
165,8394721,K00152.01,Kepler-79 d,CONFIRMED,CANDIDATE,52.09081602,4.04E-05,-4.04E-05,0,,,5.7,2.56E+00,-5.40E-01,0.2807,,,89.95,,,542,,,6388,160,-214,1.037,0.467,-0.098,1.084,0.209,-0.131
166,8394721,K00152.02,Kepler-79 c,CONFIRMED,CANDIDATE,27.40232089,5.16E-05,-5.16E-05,0,,,2.96,1.33E+00,-2.80E-01,0.1829,,,89.95,,,671,,,6388,160,-214,1.037,0.467,-0.098,1.084,0.209,-0.131
167,8394721,K00152.03,Kepler-79 b,CONFIRMED,CANDIDATE,13.48458665,2.15E-05,-2.15E-05,0,,,2.73,1.23E+00,-2.60E-01,0.114,,,89.95,,,850,,,6388,160,-214,1.037,0.467,-0.098,1.084,0.209,-0.131
168,8394721,K00152.04,Kepler-79 e,CONFIRMED,CANDIDATE,81.0634942,4.31E-04,-4.31E-04,0,,,2.23,1.00E+00,-2.10E-01,0.3769,,,89.95,,,467,,,6388,160,-214,1.037,0.467,-0.098,1.084,0.209,-0.131
169,12252424,K00153.01,Kepler-113 c,CONFIRMED,CANDIDATE,8.925076369,6.26E-06,-6.26E-06,0,,,2.54,1.00E-01,-1.30E-01,0.0747,,,87.09,,,624,,,4591,96,-89,0.709,0.028,-0.034,0.696,0.04,-0.028
170,12252424,K00153.02,Kepler-113 b,CONFIRMED,CANDIDATE,4.75400115,2.95E-06,-2.95E-06,0,,,1.9,8.00E-02,-9.00E-02,0.0491,,,89.38,,,770,,,4591,96,-89,0.709,0.028,-0.034,0.696,0.04,-0.028
172,8030148,K00155.01,,CANDIDATE,CANDIDATE,5.660672935,3.73E-06,-3.73E-06,0,,,3.8,5.50E-01,-6.30E-01,0.0603,,,85.94,,,1190,,,5716,111,-87,1.344,0.195,-0.223,0.911,0.077,-0.052
173,10925104,K00156.01,Kepler-114 c,CONFIRMED,CANDIDATE,8.041331208,8.01E-06,-8.01E-06,0,,,1.28,1.50E-01,-1.40E-01,0.0648,,,89.95,,,507,,,3983,80,-81,0.54,0.06,-0.06,0.56,0.06,-0.06
174,10925104,K00156.02,Kepler-114 b,CONFIRMED,CANDIDATE,5.188561757,5.61E-06,-5.61E-06,0,,,1,1.10E-01,-1.20E-01,0.0484,,,89.38,,,587,,,3983,80,-81,0.54,0.06,-0.06,0.56,0.06,-0.06
175,10925104,K00156.03,Kepler-114 d,CONFIRMED,CANDIDATE,11.77613846,6.34E-06,-6.34E-06,0,,,2.05,2.20E-01,-2.30E-01,0.0835,,,89.38,,,447,,,3983,80,-81,0.54,0.06,-0.06,0.56,0.06,-0.06
176,6541920,K00157.01,Kepler-11 c,CONFIRMED,CANDIDATE,13.02492819,1.30E-05,-1.30E-05,0,,,2.94,2.10E-01,-1.80E-01,0.1055,,,89.95,,,786,,,5657,107,-101,1.046,0.076,-0.065,0.921,0.068,-0.052
177,6541920,K00157.02,Kepler-11 d,CONFIRMED,CANDIDATE,22.68714105,2.51E-05,-2.51E-05,0,,,3.26,2.40E-01,-2.00E-01,0.1528,,,89.95,,,653,,,5657,107,-101,1.046,0.076,-0.065,0.921,0.068,-0.052
178,6541920,K00157.03,Kepler-11 e,CONFIRMED,CANDIDATE,31.99550624,2.84E-05,-2.84E-05,0,,,3.89,2.80E-01,-2.40E-01,0.1921,,,89.95,,,582,,,5657,107,-101,1.046,0.076,-0.065,0.921,0.068,-0.052
179,6541920,K00157.04,Kepler-11 f,CONFIRMED,CANDIDATE,46.6858024,1.30E-04,-1.30E-04,0,,,2.74,2.00E-01,-1.70E-01,0.2472,,,88.81,,,513,,,5657,107,-101,1.046,0.076,-0.065,0.921,0.068,-0.052
180,6541920,K00157.05,Kepler-11 g,CONFIRMED,CANDIDATE,118.378379,3.11E-04,-3.11E-04,0,,,3.46,2.50E-01,-2.20E-01,0.4596,,,89.95,,,376,,,5657,107,-101,1.046,0.076,-0.065,0.921,0.068,-0.052
181,6541920,K00157.06,Kepler-11 b,CONFIRMED,CANDIDATE,10.30400497,1.69E-05,-1.69E-05,0,,,1.85,1.30E-01,-1.20E-01,0.0903,,,89.95,,,849,,,5657,107,-101,1.046,0.076,-0.065,0.921,0.068,-0.052
183,8972058,K00159.01,Kepler-115 c,CONFIRMED,CANDIDATE,8.99088871,1.12E-05,-1.12E-05,0,,,2.31,4.00E-01,-2.20E-01,0.0847,,,89.38,,,939,,,5977,109,-123,1.075,0.184,-0.102,0.999,0.064,-0.068
184,8972058,K00159.02,Kepler-115 b,CONFIRMED,CANDIDATE,2.403643296,7.22E-06,-7.22E-06,0,,,0.99,1.70E-01,-9.00E-02,0.0351,,,88.24,,,1459,,,5977,109,-123,1.075,0.184,-0.102,0.999,0.064,-0.068
186,5084942,K00161.01,,CANDIDATE,CANDIDATE,3.105508189,1.04E-06,-1.04E-06,0,,,2.66,1.20E-01,-1.80E-01,0.0387,,,86.52,,,1016,,,4938,102,-95,0.842,0.036,-0.057,0.804,0.047,-0.028
187,8107380,K00162.01,,CANDIDATE,CANDIDATE,14.00640607,1.79E-05,-1.79E-05,0,,,2.8,1.20E+00,-2.80E-01,0.1151,,,88.81,,,767,,,5883,153,-180,1.005,0.428,-0.1,1.036,0.183,-0.12
190,9527915,K00165.01,,CANDIDATE,CANDIDATE,13.2217576,1.39E-05,-1.39E-05,0,,,2.86,2.30E-01,-2.30E-01,0.1005,,,87.66,,,667,,,5237,113,-97,0.837,0.068,-0.068,0.774,0.066,-0.032
191,2441495,K00166.01,,CANDIDATE,CANDIDATE,12.49341307,1.36E-05,-1.36E-05,0,,,2.01,1.40E-01,-1.00E-01,0.0965,,,89.95,,,642,,,5193,106,,0.758,0.054,-0.039,0.767,0.051,-0.041
192,11666881,K00167.01,,CANDIDATE,CANDIDATE,4.919583795,4.90E-06,-4.90E-06,0,,,2.43,1.25E+00,-2.90E-01,0.06,,,88.24,,,1264,,,6495,146,-220,1.168,0.596,-0.14,1.19,0.245,-0.179
193,11512246,K00168.01,Kepler-23 c,CONFIRMED,CANDIDATE,10.74242766,1.85E-05,-1.85E-05,0,,,3.15,1.00E-01,-9.00E-02,0.0977,,,89.38,,,1023,,,5828,100,-100,1.548,0.048,-0.048,1.078,0.077,-0.077
194,11512246,K00168.02,Kepler-23 d,CONFIRMED,CANDIDATE,15.27438229,3.99E-05,-3.99E-05,0,,,2.28,7.00E-02,-7.00E-02,0.1235,,,89.38,,,910,,,5828,100,-100,1.548,0.048,-0.048,1.078,0.077,-0.077
195,11512246,K00168.03,Kepler-23 b,CONFIRMED,CANDIDATE,7.10694385,3.04E-05,-3.04E-05,0,,,1.93,6.00E-02,-6.00E-02,0.0742,,,83.65,,,1174,,,5828,100,-100,1.548,0.048,-0.048,1.078,0.077,-0.077
198,7831264,K00171.01,Kepler-116 b,CONFIRMED,CANDIDATE,5.968717469,5.67E-06,-5.67E-06,0,,,2.78,1.82E+00,-3.20E-01,0.0684,,,87.09,,,1184,,,6484,166,-218,1.173,0.768,-0.136,1.195,0.281,-0.176
199,7831264,K00171.02,Kepler-116 c,CONFIRMED,CANDIDATE,13.071489,4.49E-05,-4.49E-05,0,,,1.85,1.21E+00,-2.20E-01,0.1153,,,89.95,,,912,,,6484,166,-218,1.173,0.768,-0.136,1.195,0.281,-0.176
200,8692861,K00172.01,Kepler-69 b,CONFIRMED,CANDIDATE,13.72237104,1.85E-05,-1.85E-05,0,,,2.28,4.50E-01,-2.50E-01,0.1048,,,89.38,,,746,,,5637,116,-92,0.943,0.186,-0.106,0.813,0.074,-0.034
201,8692861,K00172.02,Kepler-69 c,CONFIRMED,CANDIDATE,242.46712,3.12E-03,-3.12E-03,0,,,1.74,3.40E-01,-2.00E-01,0.7106,,,89.95,,,286,,,5637,116,-92,0.943,0.186,-0.106,0.813,0.074,-0.034
202,11402995,K00173.01,,CANDIDATE,CANDIDATE,10.06082567,1.52E-05,-1.52E-05,0,,,2.89,4.30E-01,-4.40E-01,0.0891,,,87.09,,,946,,,5692,104,-97,1.265,0.19,-0.19,0.931,0.074,-0.054
203,10810838,K00174.01,,CANDIDATE,CANDIDATE,56.35418576,9.37E-05,-9.37E-05,0,,,2.2,9.00E-02,-1.20E-01,0.2498,,,89.95,,,333,,,4616,95,-90,0.668,0.029,-0.036,0.654,0.038,-0.028
205,6442377,K00176.01,,CANDIDATE,CANDIDATE,30.229104,7.85E-05,-7.85E-05,0,,,2.35,1.09E+00,-2.30E-01,0.1967,,,89.38,,,679,,,6543,160,-206,1.09,0.504,-0.11,1.109,0.207,-0.134
206,6803202,K00177.01,,CANDIDATE,CANDIDATE,21.06075647,6.26E-05,-6.26E-05,0,,,1.94,3.40E-01,-2.10E-01,0.1467,,,88.81,,,685,,,5757,112,-112,1.068,0.189,-0.118,0.949,0.069,-0.06
208,9663113,K00179.01,,CANDIDATE,CANDIDATE,20.74028413,3.35E-05,-3.35E-05,0,,,3.29,1.21E+00,-4.00E-01,0.146,,,88.81,,,702,,,6065,155,-180,1.006,0.37,-0.121,0.965,0.128,-0.112
209,9663113,K00179.02,,CANDIDATE,CANDIDATE,572.383277,7.07E-03,-7.07E-03,0,,,3.78,1.39E+00,-4.60E-01,1.3337,,,89.95,,,232,,,6065,155,-180,1.006,0.37,-0.121,0.965,0.128,-0.112
210,9573539,K00180.01,,CANDIDATE,CANDIDATE,10.04556931,7.20E-06,-7.20E-06,0,,,2.28,3.40E-01,-8.00E-02,0.0913,,,89.95,,,782,,,5691,104,-115,0.887,0.134,-0.032,1.003,0.03,-0.078
213,9651668,K00183.01,Kepler-423 b,CONFIRMED,CANDIDATE,2.684328485,8.10E-08,-8.10E-08,0,,,12.43,4.66E+00,-1.00E+00,0.0378,,,89.38,,,1291,,,5970,155,-169,0.908,0.34,-0.073,0.996,0.106,-0.12
216,12019440,K00186.01,,CANDIDATE,CANDIDATE,3.243259796,1.83E-07,-1.83E-07,0,,,13.63,6.16E+00,-1.23E+00,0.0443,,,89.95,,,1299,,,6109,162,-210,1.029,0.465,-0.093,1.099,0.223,-0.136
218,5357901,K00188.01,Kepler-425 b,CONFIRMED,CANDIDATE,3.797018335,1.77E-07,-1.77E-07,0,,,9.94,2.57E+00,-5.60E-01,0.0465,,,88.81,,,972,,,5262,176,-141,0.816,0.211,-0.046,0.93,0.053,-0.081
219,11391018,K00189.01,,CANDIDATE,CANDIDATE,30.36044667,4.24E-06,-4.24E-06,0,,,11.31,1.60E+00,-1.05E+00,0.1725,,,89.38,,,459,,,4939,152,-125,0.765,0.108,-0.071,0.74,0.112,-0.057
220,5771719,K00190.01,,CANDIDATE,CANDIDATE,12.26487306,2.15E-06,-2.15E-06,0,,,15.75,6.57E+00,-3.47E+00,0.1043,,,87.09,,,875,,,5654,161,-156,1.284,0.536,-0.283,1.003,0.186,-0.093
221,5972334,K00191.01,,CANDIDATE,CANDIDATE,15.3587684,2.21E-06,-2.21E-06,0,,,11.31,4.78E+00,-1.04E+00,0.117,,,88.81,,,686,,,5700,167,-154,0.87,0.368,-0.08,0.903,0.107,-0.084
222,5972334,K00191.02,,CANDIDATE,CANDIDATE,2.418405445,2.38E-06,-2.38E-06,0,,,2.79,1.17E+00,-2.60E-01,0.0341,,,78.5,,,1270,,,5700,167,-154,0.87,0.368,-0.08,0.903,0.107,-0.084
223,5972334,K00191.03,,CANDIDATE,CANDIDATE,0.708620008,1.41E-06,-1.41E-06,0,,,1.25,5.20E-01,-1.20E-01,0.015,,,84.8,,,1915,,,5700,167,-154,0.87,0.368,-0.08,0.903,0.107,-0.084
224,5972334,K00191.04,,CANDIDATE,CANDIDATE,38.6519976,2.52E-04,-2.52E-04,0,,,2.62,1.11E+00,-2.40E-01,0.2164,,,87.66,,,504,,,5700,167,-154,0.87,0.368,-0.08,0.903,0.107,-0.084
225,7950644,K00192.01,Kepler-427 b,CONFIRMED,CANDIDATE,10.29099376,9.77E-07,-9.77E-07,0,,,9.83,4.23E+00,-9.20E-01,0.0935,,,89.38,,,884,,,6190,155,-190,0.98,0.421,-0.092,1.024,0.172,-0.121
226,10799735,K00193.01,,CANDIDATE,CANDIDATE,37.59030274,5.51E-06,-5.51E-06,0,,,14.82,6.71E+00,-1.38E+00,0.2244,,,89.95,,,573,,,6147,159,-207,1.003,0.454,-0.094,1.064,0.209,-0.132
228,11502867,K00195.01,Kepler-426 b,CONFIRMED,CANDIDATE,3.217518593,1.76E-07,-1.76E-07,0,,,11.68,4.91E+00,-1.04E+00,0.042,,,86.52,,,1200,,,5866,158,-165,0.903,0.379,-0.081,0.956,0.116,-0.108
229,9410930,K00196.01,Kepler-41 b,CONFIRMED,CANDIDATE,1.85555754,7.30E-08,-7.30E-08,0,,,10.24,6.80E-01,-6.10E-01,0.0286,,,84.8,,,1436,,,5657,110,-109,0.947,0.063,-0.056,0.903,0.067,-0.06
230,2987027,K00197.01,,CANDIDATE,CANDIDATE,17.27629612,2.46E-06,-2.46E-06,0,,,8.34,9.25E+00,-8.00E-01,0.1202,,,89.95,,,587,,,5085,165,-131,0.822,0.912,-0.079,0.775,0.139,-0.058
231,10666242,K00198.01,,CANDIDATE,CANDIDATE,87.24233248,5.46E-05,-5.46E-05,0,,,16.7,2.59E+00,-8.40E-01,0.3921,,,89.38,,,390,,,5671,97,-121,0.955,0.148,-0.048,1.054,0.059,-0.082
232,10019708,K00199.01,,CANDIDATE,CANDIDATE,3.268695154,2.30E-07,-2.30E-07,0,,,12.13,7.48E+00,-1.40E+00,0.0464,,,89.38,,,1422,,,6418,187,-254,1.171,0.722,-0.135,1.241,0.255,-0.21
234,6046540,K00200.01,Kepler-74 b,CONFIRMED,CANDIDATE,7.340714746,7.57E-07,-7.57E-07,0,,,14.41,9.20E-01,-1.26E+00,0.0801,,,88.24,,,1155,,,6056,112,-154,1.498,0.095,-0.131,1.268,0.056,-0.134
235,6849046,K00201.01,,CANDIDATE,CANDIDATE,4.225384512,2.68E-07,-2.68E-07,0,,,9.16,1.81E+00,-6.70E-01,0.0524,,,89.95,,,1118,,,5649,98,-129,1.055,0.209,-0.077,1.071,0.06,-0.076
236,7877496,K00202.01,Kepler-412 b,CONFIRMED,CANDIDATE,1.720861324,6.30E-08,-6.30E-08,0,,,12.53,8.00E+00,-1.33E+00,0.0297,,,81.93,,,1681,,,6195,150,-211,1.124,0.717,-0.12,1.178,0.263,-0.173
237,10619192,K00203.01,Kepler-17 b,CONFIRMED,CANDIDATE,1.485710952,4.60E-08,-4.60E-08,0,,,14.8,8.60E-01,-8.30E-01,0.0257,,,89.95,,,1561,,,5624,88,-114,1.018,0.059,-0.057,1.021,0.024,-0.061
238,9305831,K00204.01,Kepler-44 b,CONFIRMED,CANDIDATE,3.246732651,4.06E-07,-4.06E-07,0,,,12.71,1.05E+00,-1.00E+00,0.0442,,,86.52,,,1460,,,5763,101,-115,1.457,0.12,-0.115,1.093,0.102,-0.088
239,7046804,K00205.01,,CANDIDATE,CANDIDATE,11.72012266,1.54E-06,-1.54E-06,0,,,8.14,1.76E+00,-6.90E-01,0.0935,,,88.81,,,660,,,5215,168,-136,0.77,0.167,-0.065,0.792,0.112,-0.074
240,5728139,K00206.01,Kepler-433 b,CONFIRMED,CANDIDATE,5.33408346,1.05E-06,-1.05E-06,0,,,7.93,3.41E+00,-1.09E+00,0.06,,,89.95,,,1149,,,6057,163,-197,1.11,0.477,-0.153,1.009,0.193,-0.117
241,3762468,K00208.01,,CANDIDATE,CANDIDATE,3.003876581,9.88E-07,-9.88E-07,0,,,11.42,7.20E+00,-1.32E+00,0.0439,,,89.38,,,1433,,,6299,161,-236,1.167,0.736,-0.135,1.249,0.24,-0.215
242,10723750,K00209.01,Kepler-117 c,CONFIRMED,CANDIDATE,50.79034619,2.35E-05,-2.35E-05,0,,,9.16,5.55E+00,-1.14E+00,0.2858,,,89.95,,,580,,,6466,150,-239,1.183,0.716,-0.147,1.205,0.265,-0.189
243,10723750,K00209.02,Kepler-117 b,CONFIRMED,CANDIDATE,18.79590048,1.17E-05,-1.17E-05,0,,,6.04,3.66E+00,-7.50E-01,0.1473,,,88.81,,,808,,,6466,150,-239,1.183,0.716,-0.147,1.205,0.265,-0.189
245,10656508,K00211.01,,CANDIDATE,CANDIDATE,124.0359055,9.71E-05,-9.71E-05,0,,,10.41,6.91E+00,-1.14E+00,0.5197,,,89.95,,,414,,,6343,150,-235,1.137,0.754,-0.125,1.213,0.261,-0.204
246,6300348,K00212.01,,CANDIDATE,CANDIDATE,5.695902365,1.53E-06,-1.53E-06,0,,,6.88,2.75E+00,-6.50E-01,0.0627,,,89.95,,,1043,,,6106,176,-222,0.94,0.375,-0.089,1.013,0.135,-0.132
248,11046458,K00214.01,Kepler-424 b,CONFIRMED,CANDIDATE,3.311864499,3.63E-07,-3.63E-07,0,,,9.13,3.45E+00,-1.04E+00,0.0419,,,85.37,,,1158,,,5523,170,-143,0.946,0.358,-0.108,0.892,0.106,-0.066
250,6152974,K00216.01,Kepler-118 c,CONFIRMED,CANDIDATE,20.17202387,8.14E-06,-8.14E-06,0,,,7.19,3.98E+00,-1.05E+00,0.138,,,89.95,,,619,,,5275,185,-147,0.978,0.542,-0.143,0.86,0.107,-0.059
251,6152974,K00216.02,Kepler-118 b,CONFIRMED,CANDIDATE,7.51849479,4.56E-05,-4.56E-05,0,,,1.67,9.30E-01,-2.40E-01,0.0715,,,89.38,,,861,,,5275,185,-147,0.978,0.542,-0.143,0.86,0.107,-0.059
252,9595827,K00217.01,Kepler-71 b,CONFIRMED,CANDIDATE,3.905081985,2.08E-07,-2.08E-07,0,,,13.14,8.60E-01,-4.90E-01,0.0485,,,89.95,,,1046,,,5543,86,-122,0.887,0.058,-0.033,0.997,0.024,-0.069
254,6305192,K00219.01,,CANDIDATE,CANDIDATE,8.025118213,2.27E-06,-2.27E-06,0,,,4.02,1.06E+00,-2.50E-01,0.072,,,88.81,,,760,,,5513,184,-142,0.704,0.187,-0.044,0.77,0.101,-0.067
255,7132798,K00220.01,Kepler-119 b,CONFIRMED,CANDIDATE,2.422084448,4.65E-07,-4.65E-07,0,,,3.6,1.21E+00,-2.80E-01,0.0343,,,89.38,,,1214,,,5588,152,-142,0.832,0.28,-0.064,0.914,0.083,-0.091
256,7132798,K00220.02,Kepler-119 c,CONFIRMED,CANDIDATE,4.12512093,1.96E-05,-1.96E-05,0,,,0.9,3.00E-01,-7.00E-02,0.0489,,,88.81,,,1017,,,5588,152,-142,0.832,0.28,-0.064,0.914,0.083,-0.091
257,3937519,K00221.01,,CANDIDATE,CANDIDATE,3.413036221,5.98E-07,-5.98E-07,0,,,4.55,9.90E-01,-3.30E-01,0.0406,,,89.95,,,986,,,5332,172,-140,0.714,0.156,-0.052,0.766,0.111,-0.071
258,3937519,K00221.02,,CANDIDATE,CANDIDATE,5.8966109,5.66E-05,-5.66E-05,0,,,0.8,1.70E-01,-6.00E-02,0.0584,,,89.38,,,822,,,5332,172,-140,0.714,0.156,-0.052,0.766,0.111,-0.071
259,4249725,K00222.01,Kepler-120 b,CONFIRMED,CANDIDATE,6.312503728,5.38E-06,-5.38E-06,0,,,2.06,3.30E-01,-3.20E-01,0.0561,,,89.38,,,576,,,4096,538,-187,0.57,0.09,-0.09,0.59,0.09,-0.09
260,4249725,K00222.02,Kepler-120 c,CONFIRMED,CANDIDATE,12.79455062,2.70E-05,-2.70E-05,0,,,1.64,2.60E-01,-2.60E-01,0.0898,,,89.95,,,455,,,4096,538,-187,0.57,0.09,-0.09,0.59,0.09,-0.09
261,4545187,K00223.01,Kepler-121 b,CONFIRMED,CANDIDATE,3.177414418,1.58E-06,-1.58E-06,0,,,2.47,5.40E-01,-1.80E-01,0.0389,,,89.95,,,1008,,,5316,167,-143,0.719,0.157,-0.053,0.774,0.109,-0.076
262,4545187,K00223.02,Kepler-121 c,CONFIRMED,CANDIDATE,41.0081183,1.18E-04,-1.18E-04,0,,,2.69,5.90E-01,-2.00E-01,0.2138,,,88.81,,,430,,,5316,167,-143,0.719,0.157,-0.053,0.774,0.109,-0.076
264,5801571,K00225.01,,CANDIDATE,CANDIDATE,0.838597488,1.46E-07,-1.46E-07,0,,,31.69,1.27E+01,-2.80E+00,0.0174,,,49.85,,,2013,,,6253,173,-202,0.927,0.372,-0.082,0.997,0.117,-0.124
265,5959753,K00226.01,,CANDIDATE,CANDIDATE,8.30864937,1.09E-05,-1.09E-05,0,,,1.97,3.10E-01,-1.40E-01,0.0732,,,89.95,,,700,,,5188,152,-136,0.685,0.107,-0.05,0.761,0.08,-0.086
266,6185476,K00227.01,,CANDIDATE,CANDIDATE,17.65737838,1.53E-05,-1.53E-05,0,,,2.45,2.70E-01,-2.60E-01,0.1047,,,88.24,,,350,,,3745,51,-59,0.47,0.05,-0.05,0.49,0.06,-0.06
270,4833421,K00232.01,Kepler-122 c,CONFIRMED,CANDIDATE,12.46599556,5.61E-06,-5.61E-06,0,,,4.66,1.60E+00,-4.30E-01,0.1063,,,88.81,,,804,,,6103,143,-186,0.949,0.327,-0.088,1.028,0.117,-0.132
271,4833421,K00232.02,Kepler-122 b,CONFIRMED,CANDIDATE,5.76616658,1.11E-05,-1.11E-05,0,,,1.84,6.30E-01,-1.70E-01,0.0636,,,89.95,,,1040,,,6103,143,-186,0.949,0.327,-0.088,1.028,0.117,-0.132
272,4833421,K00232.03,Kepler-122 d,CONFIRMED,CANDIDATE,21.5878875,1.21E-04,-1.21E-04,0,,,1.52,5.20E-01,-1.40E-01,0.1533,,,89.95,,,670,,,6103,143,-186,0.949,0.327,-0.088,1.028,0.117,-0.132
273,4833421,K00232.04,Kepler-122 e,CONFIRMED,CANDIDATE,37.9963981,4.16E-04,-4.16E-04,0,,,1.93,6.70E-01,-1.80E-01,0.2235,,,86.52,,,555,,,6103,143,-186,0.949,0.327,-0.088,1.028,0.117,-0.132
274,4833421,K00232.05,Kepler-122 f,CONFIRMED,CANDIDATE,56.2587885,3.96E-04,-3.96E-04,0,,,1.81,6.30E-01,-1.70E-01,0.2903,,,89.38,,,487,,,6103,143,-186,0.949,0.327,-0.088,1.028,0.117,-0.132
276,8491277,K00234.01,,CANDIDATE,CANDIDATE,9.61375356,1.17E-05,-1.17E-05,0,,,3.46,1.66E+00,-4.40E-01,0.0897,,,85.94,,,931,,,5997,156,-192,1.11,0.53,-0.143,1.037,0.222,-0.115
277,8107225,K00235.01,,CANDIDATE,CANDIDATE,5.632528453,5.75E-06,-5.75E-06,0,,,2.1,4.70E-01,-1.40E-01,0.0598,,,88.24,,,841,,,5210,173,-136,0.801,0.182,-0.051,0.895,0.06,-0.081
279,8041216,K00237.01,,CANDIDATE,CANDIDATE,8.508324398,9.11E-06,-9.11E-06,0,,,2.57,1.20E+00,-2.20E-01,0.0846,,,89.95,,,906,,,5934,157,-194,1.013,0.473,-0.089,1.116,0.209,-0.149
280,7219825,K00238.01,Kepler-123 b,CONFIRMED,CANDIDATE,17.23231686,3.57E-05,-3.57E-05,0,,,2.51,4.20E-01,-2.30E-01,0.1312,,,89.38,,,774,,,6086,104,-124,1.092,0.184,-0.099,1.012,0.063,-0.058
281,7219825,K00238.02,Kepler-123 c,CONFIRMED,CANDIDATE,26.6951659,2.63E-04,-2.63E-04,0,,,1.31,2.20E-01,-1.20E-01,0.1756,,,89.95,,,669,,,6086,104,-124,1.092,0.184,-0.099,1.012,0.063,-0.058
283,6383785,K00239.01,,CANDIDATE,CANDIDATE,5.640677572,3.78E-06,-3.78E-06,0,,,4.11,1.66E+00,-3.90E-01,0.0632,,,86.52,,,1085,,,6217,162,-212,0.989,0.399,-0.095,1.056,0.183,-0.134
284,6383785,K00239.02,,CANDIDATE,CANDIDATE,3.62269606,6.47E-05,-6.47E-05,0,,,1.45,5.80E-01,-1.40E-01,0.0471,,,88.81,,,1257,,,6217,162,-212,0.989,0.399,-0.095,1.056,0.183,-0.134
285,8026752,K00240.01,,CANDIDATE,CANDIDATE,4.28686431,3.22E-06,-3.22E-06,0,,,4.07,1.78E+00,-3.60E-01,0.0532,,,83.65,,,1209,,,6225,156,-203,1.031,0.451,-0.092,1.091,0.22,-0.127
286,11288051,K00241.01,Kepler-124 c,CONFIRMED,CANDIDATE,13.82139306,2.21E-05,-2.21E-05,0,,,2.2,3.60E-01,-1.40E-01,0.1012,,,87.09,,,584,,,5196,161,-127,0.657,0.108,-0.04,0.724,0.082,-0.066
287,11288051,K00241.02,Kepler-124 d,CONFIRMED,CANDIDATE,30.9507608,1.95E-04,-1.95E-04,0,,,1.26,2.00E-01,-8.00E-02,0.1733,,,89.38,,,446,,,5196,161,-127,0.657,0.108,-0.04,0.724,0.082,-0.066
288,11288051,K00241.03,Kepler-124 b,CONFIRMED,CANDIDATE,3.41045424,1.31E-05,-1.31E-05,0,,,0.8,1.40E-01,-4.00E-02,0.0398,,,89.38,,,931,,,5196,161,-127,0.657,0.108,-0.04,0.724,0.082,-0.066
289,3642741,K00242.01,,CANDIDATE,CANDIDATE,7.258447213,2.82E-06,-2.82E-06,0,,,5.7,2.32E+00,-4.50E-01,0.0736,,,89.95,,,879,,,5638,156,-154,0.92,0.374,-0.072,1.006,0.116,-0.105
291,4349452,K00244.01,Kepler-25 c,CONFIRMED,CANDIDATE,12.72037435,2.12E-06,-2.12E-06,0,,,4.51,8.00E-02,-8.00E-02,0.113,,,89.95,,,941,,,6270,79,-79,1.309,0.023,-0.023,1.187,0.06,-0.06
292,4349452,K00244.02,Kepler-25 b,CONFIRMED,CANDIDATE,6.238534771,2.12E-06,-2.12E-06,0,,,2.64,4.00E-02,-5.00E-02,0.0703,,,89.95,,,1193,,,6270,79,-79,1.309,0.023,-0.023,1.187,0.06,-0.06
293,8478994,K00245.01,Kepler-37 d,CONFIRMED,CANDIDATE,39.79223792,2.22E-05,-2.22E-05,0,,,1.88,6.00E-02,-7.00E-02,0.2121,,,89.95,,,456,,,5417,75,-75,0.772,0.026,-0.026,0.803,0.068,-0.068
294,8478994,K00245.02,Kepler-37 c,CONFIRMED,CANDIDATE,21.30199109,5.43E-05,-5.43E-05,0,,,0.71,2.00E-02,-3.00E-02,0.1398,,,89.95,,,562,,,5417,75,-75,0.772,0.026,-0.026,0.803,0.068,-0.068
